word,solved,guesses,attempts
shied,1,soare-spelt-hemin-shied,4
lefty,1,soare-inlet-lefty,3
yield,1,soare-inlet-field-wacky-yield,5
flair,1,soare-train-chafe-flair,4
oaken,1,soare-oaken,2
voice,1,soare-budge-mavie-voice,4
bless,1,soare-guest-blahs-bless,4
piano,1,soare-piano,2
blood,1,soare-biont-carom-blood,4
beard,1,soare-handy-beard,3
awoke,1,soare-abode-twank-awoke,4
round,1,soare-north-round,3
worse,1,soare-hurds-worse,3
carat,1,soare-rainy-cheka-carat,4
bleed,1,soare-inlet-bezil-amped-bleed,5
waltz,1,soare-canty-filch-waltz,4
credo,1,soare-older-credo,3
smock,1,soare-chout-acold-smock,4
husky,1,soare-mushy-abask-husky,4
yacht,1,soare-canty-yacht,3
scowl,1,soare-chout-acold-scowl,4
abhor,1,soare-manor-ardeb-abhor,4
tarot,1,soare-manor-cetyl-tarot,4
swarm,1,soare-thack-dwalm-swarm,4
perch,1,soare-cider-retch-perch,4
abase,1,soare-chase-ablet-abase,4
enjoy,1,soare-melon-jivey-enjoy,4
polka,1,soare-tical-polka,3
dryly,1,soare-briny-daynt-dryly,4
paddy,1,soare-canty-godly-damps-paddy,5
thick,1,soare-linty-thack-thick,4
canoe,1,soare-abode-canoe,3
saute,1,soare-acute-saute,3
sight,1,soare-flint-sight,3
newly,1,soare-inlet-blend-newly,4
every,1,soare-certy-fique-every,4
creep,1,soare-cider-skelp-creep,4
beach,1,soare-letch-bapus-beach,4
glyph,1,soare-linty-glyph,3
motel,1,soare-manly-acted-motel,4
sooth,1,soare-gouty-sooth,3
store,1,soare-chant-store,3
evoke,1,soare-clonk-evoke,3
union,1,soare-biont-oakum-union,4
elope,1,soare-clonk-gambe-elope,4
shook,1,soare-chout-known-shook,4
dress,1,soare-risen-chats-damps-dress,5
wimpy,1,soare-linty-pized-hemps-wimpy,5
crept,1,soare-cider-crept,3
eying,1,soare-inlet-being-byked-eying,5
brake,1,soare-gitch-dumka-brake,4
viral,1,soare-rainy-vicar-viral,4
liken,1,soare-inlet-banak-liken,4
bliss,1,soare-mushy-blats-bliss,4
later,1,soare-later,2
gloat,1,soare-aloft-badge-gloat,4
baggy,1,soare-canty-godly-baggy,4
shaky,1,soare-thilk-shaky,3
serif,1,soare-wiper-serif,3
fishy,1,soare-mushy-fishy,3
tacky,1,soare-canty-tacky,3
crawl,1,soare-train-crawl,3
scold,1,soare-chout-acold-scold,4
clove,1,soare-clonk-clove,3
screw,1,soare-wiper-achar-screw,4
grail,1,soare-train-bagel-grail,4
botch,1,soare-bludy-gotch-botch,4
golem,1,soare-manly-golem,3
spend,1,soare-spelt-acned-spend,4
shoot,1,soare-chout-shoot,3
agate,1,soare-alive-agate,3
repel,1,soare-cider-great-anvil-bapus-repel,6
piper,1,soare-cider-favel-tamps-pacer-piper,6
emcee,1,soare-tuile-dench-emcee,4
crumb,1,soare-briny-crumb,3
clash,1,soare-clash,2
stern,1,soare-atman-stern,3
tepee,1,soare-tuile-chyme-tepee,4
wrong,1,soare-crout-blown-wrong,4
zesty,1,soare-guest-tazza-zesty,4
foray,1,soare-moral-baffy-foray,4
equip,1,soare-inlet-edify-equip,4
skull,1,soare-flint-hulky-alack-skull,5
spook,1,soare-chout-apiol-flank-spook,5
civic,1,soare-linty-caved-civic,4
cried,1,soare-cider-cried,3
unite,1,soare-tuile-unite,3
dairy,1,soare-hairy-daffs-dairy,4
rowdy,1,soare-north-rocky-dooms-rowdy,5
minty,1,soare-linty-minty,3
ashen,1,soare-ashen,2
kneel,1,soare-inlet-kneel,3
hydro,1,soare-hyoid-hydro,3
mirth,1,soare-briny-girth-mirth,4
eject,1,soare-inlet-theca-eject,4
rogue,1,soare-burgh-rogue,3
caulk,1,soare-canty-bubal-caulk,4
pinch,1,soare-linty-milch-cowps-pinch,5
scrum,1,soare-shtup-abeam-scrum,4
sixty,1,soare-flint-bothy-sixty,4
lyric,1,soare-briny-lyric,3
verve,1,soare-price-nervy-verve,4
loser,1,soare-lamps-loser,3
goose,1,soare-pious-gamin-goose,4
woozy,1,soare-bludy-goofs-woozy,4
cider,1,soare-cider,2
roost,1,soare-worst-roost,3
biome,1,soare-clonk-biddy-biome,4
vowel,1,soare-manly-hawed-bafts-vowel,5
ombre,1,soare-chomp-ombre,3
umbra,1,soare-hairy-album-umbra,4
steed,1,soare-spelt-dined-steed,4
artsy,1,soare-marsh-artsy,3
where,1,soare-thegn-where,3
cumin,1,soare-linty-unzip-cumin,4
onset,1,soare-onset,2
fluff,1,soare-linty-clump-fabby-fluff,5
altar,1,soare-rainy-mural-altar,4
waste,1,soare-basti-chapt-tawai-waste,5
flyer,1,soare-cider-letup-flyer,4
sleep,1,soare-spelt-sleep,3
tubal,1,soare-canty-tidal-tubal,4
nicer,1,soare-cider-nicer,3
honor,1,soare-north-honor,3
smart,1,soare-thack-atimy-smart,4
lapse,1,soare-basti-clump-lapse,4
belle,1,soare-tuile-belch-belle,4
heavy,1,soare-letch-deave-heavy,4
pivot,1,soare-biont-alvar-pivot,4
heard,1,soare-handy-heard,3
pudgy,1,soare-linty-dumpy-pudgy,4
qualm,1,soare-clink-qualm,3
verse,1,soare-vertu-verse,3
maybe,1,soare-gault-chivy-pombe-maybe,5
meter,1,soare-cider-letup-meter,4
knead,1,soare-clean-knead,3
handy,1,soare-canty-maund-dacha-handy,5
taboo,1,soare-aloft-baton-taboo,4
scoff,1,soare-chout-acold-proof-scoff,5
hardy,1,soare-rainy-depth-hardy,4
south,1,soare-gouty-south,3
drown,1,soare-crout-blown-defog-drown,5
mecca,1,soare-clean-facet-mecca,4
poesy,1,soare-napes-poesy,3
hunch,1,soare-linty-bumph-hunch,4
quake,1,soare-alive-peach-quake,4
write,1,soare-price-bundt-tawai-write,5
spout,1,soare-chout-inapt-spout,4
whirl,1,soare-built-whirl,3
grind,1,soare-briny-dight-grind,4
music,1,soare-mushy-music,3
place,1,soare-alive-blimp-canto-place,5
thorn,1,soare-hyoid-thorn,3
mulch,1,soare-linty-clump-mulch,4
lager,1,soare-later-aggry-lager,4
poppy,1,soare-bludy-goofs-poppy,4
conic,1,soare-bludy-tonic-cabin-conic,5
windy,1,soare-linty-danks-windy,4
lymph,1,soare-linty-lymph,3
porch,1,soare-north-campi-porch,4
purse,1,soare-vertu-capon-purse,4
learn,1,soare-handy-learn,3
spurt,1,soare-thilk-spurt,3
angst,1,soare-pasty-angst,3
carol,1,soare-manor-cetyl-carol,4
wring,1,soare-briny-dight-wring,4
smote,1,soare-stank-smote,3
sword,1,soare-chant-sword,3
coupe,1,soare-budge-coupe,3
jolly,1,soare-bludy-hotly-wilco-fadge-jolly,6
swamp,1,soare-thilk-swamp,3
judge,1,soare-tuile-fudge-bajan-judge,5
comfy,1,soare-bludy-goofs-comfy,4
boule,1,soare-budge-boule,3
house,1,soare-pious-halma-house,4
fancy,1,soare-canty-fancy,3
clang,1,soare-clink-clang,3
cyber,1,soare-cider-bhels-cyber,4
troll,1,soare-crout-filth-troll,4
